"msgid","convo","comm","content","inbound","read","tw_sid","tw_status","created","status_cleared"
835,249,150,"I just tried to",TRUE,TRUE,"SM45d88e40718241c7e64c9c5ee31d7493","received","2016-05-11 17:50:29.002768+00",TRUE
945,208,139,"Ok I already picked up the packet. Thks. I ll see u next week on 25th",TRUE,TRUE,"SMf5de6f11439da0a2bc69c97bbd27fd97","received","2016-05-16 22:11:09.673852+00",TRUE
860,323,167,"I went in to valley mental health today and did my class and talked to my tracker they tried to get me in for a case review but had to reschedule til Tuesday I",TRUE,TRUE,"SMc9f86eea9565386afd9227c61d6537e2","received","2016-05-12 18:39:57.549104+00",TRUE
882,53,134," think my last thinking errors class is next week I work Monday through Saturday",TRUE,TRUE,"SMecb5da804a9aac6852242f81f16be2ee","received","2016-05-13 07:28:53.766565+00",TRUE
886,333,26," I have to leave work early anyway. Today at 430 I have my second interview with Smithsfeild, so Ill just run over afterwards with cash in hand..",TRUE,TRUE,"SM4cb5ee01f749cfecf67ef39eb25fbc88","received","2016-05-13 14:44:57.6608+00",TRUE
857,188,26,"dnt go home last night until the truck were unloaded and put away. Can we reschedule please",TRUE,TRUE,"SM3278b35cdebb0577f4cb65676bd2dd3a","received","2016-05-12 14:41:03.916808+00",TRUE
876,326,152,"eeling something. Well Last night I was going through my shed, moving heavy stuff, and I had a bad sensation. I wont say anymore cuz I dont wanna be gross, but",TRUE,TRUE,"SM8d5fec89787aa64205cff2ebacd83ad9","received","2016-05-12 20:41:08.566638+00",TRUE
858,326,152,"Hey Brittany, what's going on. We had a meeting today and you had court. It's not to late to get to the court, call me ASAP!!!!",FALSE,TRUE,"SMf47ee19c4728461f9066adee38e212bd","sent","2016-05-12 17:15:40.286168+00",TRUE
852,323,167,"ant and I cant get my meds until May 19 Im going to talk to someone Tommorw to help me be compliant until Im able to become medicated and stable again",TRUE,TRUE,"SM3fe7f9bfdb2cc709f4faffc1bf327a4f","received","2016-05-11 23:25:34.556142+00",TRUE
881,53,134,"Hey I just got this text for some reason. Yes I am still working, I started a new job doing concrete and I will be working 7 am to 4:30 pm starting next week I",TRUE,TRUE,"SMecb5da804a9aac6852242f81f16be2ee","received","2016-05-13 07:28:53.766565+00",TRUE
851,323,167,"I called valley and my tracker doesnt work evenings so I will go in and talk to her tommorw before my class. Without my medication its hard for me to be compli",TRUE,TRUE,"SM3fe7f9bfdb2cc709f4faffc1bf327a4f","received","2016-05-11 23:25:34.556142+00",TRUE
850,323,167,"Who is this",TRUE,TRUE,"SM769af7bc066ee6b07b69931f33832ba9","received","2016-05-11 23:19:36.303684+00",TRUE
847,208,139,"text in still.",FALSE,TRUE,"SM3e038fcb9ab9444d929586ece010bbd3","sent","2016-05-11 22:32:38.879804+00",TRUE
859,188,26,"Hi, Craig, yes. I'm glad you reached me. I don't have many openings. And all my late appointments are filled. I can do between 1-2:30 on 5/24. Does that work?",FALSE,TRUE,"SM286b709ee35548a4a7c80f77c1bd93c4","sent","2016-05-12 17:20:22.202899+00",TRUE
838,317,163,"Yea I got it.",TRUE,TRUE,"SM08a2e43aea1c89a34b4e1efd69757904","received","2016-05-11 18:19:25.960937+00",TRUE
848,269,159,"Please call 385-468-3539 and text back to confirm this message.",FALSE,TRUE,"SMe286c622bb8546679926811e31e1295a","sent","2016-05-11 22:38:15.421767+00",TRUE
855,188,26,"Kristina, its Craig Jensen ",TRUE,TRUE,"SM3278b35cdebb0577f4cb65676bd2dd3a","received","2016-05-12 14:41:03.916808+00",TRUE
1579,490,119,"Thank You.",TRUE,TRUE,"SMdba86aa539e22fdef8b6329085182156","received","2016-06-06 18:43:24.559991+00",TRUE
1577,442,226,"?",TRUE,TRUE,"SMb45473c7c8740bdf07ad3a5b67217650","received","2016-06-06 18:24:27.463211+00",TRUE
1578,208,139,"ok I will ask lawyer. I am doing good on weekend. Thks",TRUE,TRUE,"SM36cab3de5781f8f6c158f747dfb756e1","received","2016-06-06 18:29:20.731695+00",TRUE
1715,551,277,"Mary let me know if this works.   Stephanie Olsen, Criminal Justice Services ",FALSE,TRUE,"SM3f6378f4ecb34d49a2764f937b2c0832","sent","2016-06-08 19:49:27.105195+00",TRUE
1719,522,266,"ok",FALSE,TRUE,"SM7ad59c8aa10947759526dcf7cdb6307a","sent","2016-06-08 19:56:15.500983+00",TRUE
1718,549,275,"Yep. Your back is hurting with your new job?",FALSE,TRUE,"SMb1e2eeae415a436d886a2d6c6a630989","sent","2016-06-08 19:55:30.331562+00",TRUE
912,208,139,"Can we come tomorrow?? I am sick. Dad took his son to the service today. Email still not come yet",TRUE,TRUE,"SMa98dafadb3681f5b3606e5eb156c62cb","received","2016-05-16 17:15:13.843177+00",TRUE
906,336,171,"Jeff please make sure you are calling in daily, testing and going to CLASS. You are currently NON COMPLIANT Please call or text back.  Pretrial",FALSE,TRUE,"SMdf776260052545fabda8a317fb8818f6","sent","2016-05-16 16:13:00.991897+00",TRUE
902,118,88,"going to have repercussions for not calling in.",TRUE,TRUE,"SMa873b007aa1a1714fd23bef150aaf4f6","received","2016-05-16 14:51:47.5455+00",TRUE
890,208,139," thanks",TRUE,TRUE,"SMc1bc5c00803264c24b2790d765909815","received","2016-05-13 16:42:29.655801+00",TRUE
897,53,134,"Oh sorry I have not gone back yet, Im going to start again in june. I will be done in with thinking errors next week and the domestic violence class in 2",TRUE,TRUE,"SM8b3b4c8b016f58825bc639f9f27f309b","received","2016-05-14 21:14:22.444818+00",TRUE
916,326,152,"They should be able to get you in before the week is up. Please call them and let me know when your court date is. Also we need to meet.",FALSE,TRUE,"SM0f6a656647e54e43b3fcbfa4b22fb5da","sent","2016-05-16 17:39:18.082287+00",TRUE
917,326,152,"Lets meet on the same day you have court...lets meet after court, ok?",FALSE,TRUE,"SM36d32936a20e4fc7b675111a6e953952","sent","2016-05-16 17:40:23.209825+00",TRUE
869,328,170,"respond to messages when I am in my office.  Thanks,  M@.",FALSE,TRUE,"SM728d887c0b154b71a7f8b49b207a61cf","sent","2016-05-12 20:14:06.345264+00",TRUE
888,53,134,"Can you get your medication/treatment information sent over asap? Or did you not go back to Behavioral?",FALSE,TRUE,"SMf7e71e0542664554bbdfa481e23ad8c4","sent","2016-05-13 15:52:00.235555+00",TRUE
898,335,6,"Checking in again",FALSE,TRUE,"SMc9ff9f1c21b64d4a90a431d7d6e4ca3c","sent","2016-05-15 22:02:30.027816+00",TRUE
893,334,145,"Thank you. I am starting classes next week and should have half dont next week I would hope. Thanks",TRUE,TRUE,"SM3789de214223e3e8395418fa0a42b120","received","2016-05-13 19:22:15.88198+00",TRUE
870,53,134,"Are you still working? Missed class last week?",FALSE,TRUE,"SM58fd5f49476447cd82b1b59f1fde5db2","sent","2016-05-12 20:16:08.415968+00",TRUE
914,208,139,"lnielsenbyu@gmail.com or can pick up the packet tomorrow? I will check it out on email.",TRUE,TRUE,"SM3f2f8e9b87e0738bb4aeb87adf9ce9f8","received","2016-05-16 17:35:09.863359+00",TRUE
899,7,6,"Okay things are alright",TRUE,FALSE,"SMb964ed0088e4dadf052d065c60da73a6","received","2016-05-15 22:02:48.035964+00",TRUE
889,208,139,"Hi I am doing good. No plm so far ",TRUE,TRUE,"SMc1bc5c00803264c24b2790d765909815","received","2016-05-13 16:42:29.655801+00",TRUE
894,128,99,"(1/2) Hi Jo Ann this is Zakery Alires I completely forgot to call and check in today! Its the first i havent and Im not sure if I have to do anything? It is",TRUE,TRUE,"SMa9218a246521a639754beb773d0df7bc","received","2016-05-14 04:53:02.455301+00",TRUE
909,128,99,"Its ok, thank you for letting me know. Have a great day!!! via Za",FALSE,TRUE,"SMf754c796a67f49d8b1c60c491c2c2a1f","sent","2016-05-16 16:51:29.602624+00",TRUE
913,208,139,"I don't have your email address on file,  I need it if you want the packet emailed.  And or pick up the packet. Let me know.",FALSE,TRUE,"SMb5b0895a221f42b4b5f03821d73f2f03","sent","2016-05-16 17:32:48.807314+00",TRUE
920,208,139,"Ok Dawn Hellwig will be sending that packet that is who you will meet with once we get the appointment set up. Packet is the first step.",FALSE,TRUE,"SM0945adeab53b4ddcb333000d4d0d7953","sent","2016-05-16 18:35:48.562133+00",TRUE
903,118,88,"you are ok, you have been good at checking in.",FALSE,TRUE,"SM27bb21cc19324417bb9e40d34a6566ea","sent","2016-05-16 15:53:02.82171+00",TRUE
911,208,139,"K  have your dad ask for a packet with your name on it or we can email it to you today.",FALSE,TRUE,"SMe03370d7ada84e32b3a7c84effcb5d83","sent","2016-05-16 17:12:23.580511+00",TRUE
900,335,6,"Okay things are alright",TRUE,TRUE,"SMb964ed0088e4dadf052d065c60da73a6","received","2016-05-15 22:02:48.035964+00",TRUE
1800,442,226,"You got this....Peace! Jo Ann",FALSE,TRUE,"SMa0fafe746bd84f1b8ec421e165d242f5","sent","2016-06-10 13:03:46.567746+00",TRUE
915,326,152,"Call the courts ASAP. The number is 8012387321 and press 5. I will keep you open with Pretrial as long as you call them in get to court.",FALSE,TRUE,"SM99d0c13dd0374f02beb186778b1101b9","sent","2016-05-16 17:38:13.148691+00",TRUE
919,337,26,"Hi, Craig, we still haven't set up an appointment. My schedule is getting more and more limited. I have some time on Thursday at 12 or 12:30.Which time works?",FALSE,TRUE,"SMa83cb6182d424450bb71c197b65ab1f6","sent","2016-05-16 18:19:27.764704+00",TRUE
867,327,169,"Hi Raymond, Tara from Pretrial. I got your message last night. Thank you.  The Court wants you to do random Drug/alcohol tests.  Please text this # back.",FALSE,TRUE,"SMcfb3c4f6cab54d78a8f17b135bb17269","sent","2016-05-12 20:13:05.927984+00",TRUE
904,208,139,"If the PSR writer/ Dawn emails you the packet to print out and fill out for your PSR interview. Do you have a printer to print it?  Or...",FALSE,TRUE,"SM4f15df55ec6d4cc39ff0b6952884de8f","sent","2016-05-16 15:55:30.069754+00",TRUE
921,327,169,"I need the name of the drug/alcohol testing facility, and they need to fax or email results weekly.",FALSE,TRUE,"SM8e10267ba4f148a089e16861564018c4","sent","2016-05-16 19:32:37.256165+00",TRUE
887,333,26,"We don't get their notes so all is shows is ""3 attempts No Go."" Still need to schedule our appointment...",FALSE,TRUE,"SMaf703ed359b44e078e2f3155e3b8f992","sent","2016-05-13 15:17:05.440772+00",TRUE
908,128,98,"Its ok, thank you for letting me know. Have a great day!!!",FALSE,TRUE,"SMcd4a91e6d4494eb3b5495698b37f18de","sent","2016-05-16 16:50:56.19304+00",TRUE
891,208,139,"ok thanks.  By Wednesday we should have your pre sentence report appointment figured out. I will let you know.",FALSE,TRUE,"SMa581577e7e7548a6b6a3f2849878d945","sent","2016-05-13 17:24:23.367729+00",TRUE
910,208,139,"Hi I am doing good on weekend. I checked out on email not yet. Maybe later today or I ll ask dad to take me there.",TRUE,TRUE,"SMae50df37421c61ca89d665ce98320cc3","received","2016-05-16 17:01:14.491808+00",TRUE
873,329,62,"Braydon, please remember to bring your apology letter to Rebecca next week.  Thanks! M@.",FALSE,TRUE,"SM98ab58f649504311a7dc209452c3844f","sent","2016-05-12 20:29:49.638178+00",TRUE
884,333,26,"Hi, Craig, looks like you tested yesterday but couldn't produce a sample. I will need you to go back in and test today. Are you able to come in on the 24th?",FALSE,TRUE,"SM3c7a50beed0b49c9a73e697c912fbd45","sent","2016-05-13 14:26:03.260214+00",TRUE
901,118,88,"Hi Tara, if you get a chance can you please call me. I forgot to check in last Thursday and Friday. I have to go to court tomorrow and now Im terrified Im",TRUE,TRUE,"SM17ffc1f6903efccc9788cfc523038e4b","received","2016-05-16 14:51:40.962674+00",TRUE
895,128,99,"(2/2) 10:50 right now. I will call 100% tomorrow morning.",TRUE,TRUE,"SM9b85c07404b9ab3492b87cd0a1528836","received","2016-05-14 04:53:02.867609+00",TRUE
868,328,170,"Ralph, this is Matthew at CJS. Save this number in your phone. You can text me this way, but it's through my computer so I will only be able to get messages an",FALSE,TRUE,"SMd942669659f248918768500bd723e2ee","sent","2016-05-12 20:13:46.491534+00",TRUE
896,128,99,"I tried to call before I text you but it was closed..",TRUE,TRUE,"SMd36e5247c6543c6c175034f46e5b5ef0","received","2016-05-14 04:54:26.406426+00",TRUE
1580,413,208,"You need to call 3854683500 and set up your probation assessment appointment today.  You do not need to check in for pretrial...",FALSE,TRUE,"SM231aad6ebeb5474badd8afc8f00bb788","sent","2016-06-06 18:49:44.48245+00",TRUE
1904,606,314,"Got the text",TRUE,TRUE,"SMcb5c88ac27426d8d148ab75ec2c9b3ed","received","2016-06-14 15:40:05.189858+00",TRUE
1901,563,285,"No",TRUE,TRUE,"SM3382d64115c2f5df7f78de9d51f9ee38","received","2016-06-14 14:20:34.830812+00",TRUE
943,337,26,"Yes",FALSE,TRUE,"SM02390351726d462a942503dc6ce65806","sent","2016-05-16 21:46:11.245459+00",TRUE
959,347,52,"Good morning! Awesome. Thank you. :)",FALSE,TRUE,"SM27c3335c37224df489b94bd1f4c6066e","sent","2016-05-17 15:34:06.148194+00",TRUE
939,152,28,"Im still gone and it told me rite at today",TRUE,TRUE,"SMf8887f2f844af6ca1ea0a8f056d01926","received","2016-05-16 20:28:16.145861+00",TRUE
963,255,172,"surei wll",TRUE,FALSE,"SM7f81aa204b4667d4649fa78a4b70fbdb","received","2016-05-17 15:35:54.302115+00",TRUE
942,152,28,"Okay yeah Ill try and be back before 7 but I highly doubt it with girls in your car haha",TRUE,TRUE,"SMdcd95f19a8aa84c681397f30a10ec202","received","2016-05-16 21:45:44.035179+00",TRUE
928,342,52,"What do you mean? I have been out of town I talked with Will.",TRUE,TRUE,"SM76dd91fe3808a1d66544acd58d6f80a3","received","2016-05-16 19:54:58.264411+00",TRUE
940,152,28,"To test",TRUE,TRUE,"SMd1ceef79ca5ff476ade5de2fdc176132","received","2016-05-16 20:28:22.209339+00",TRUE
969,351,170,"No... I though that it was next week. Im at the gym sorry! Ill call you later to figure it out.",TRUE,TRUE,"SMf12457ba00ca928753f25c72778f6bb9","received","2016-05-17 15:42:02.16922+00",TRUE
965,349,172,"Thanks again",FALSE,TRUE,"SMaba1383261cd4fc68820b169e06a67ff","sent","2016-05-17 15:36:04.905843+00",TRUE
930,128,99,"No, your ok. I checked you in for that day :)",FALSE,TRUE,"SMcfa88f1ebc454cb1b854558ada3a9d2a","sent","2016-05-16 20:05:46.8407+00",TRUE
918,128,99,"Ok I couldnt believe I forgot! So there is nothing I need to do to change it or make it better?",TRUE,TRUE,"SMf496dfa20d3ee477e4474abeeafb3b00","received","2016-05-16 18:15:45.457201+00",TRUE
956,299,77,"They updated this text messaging app and everything looks different to me. Will you send me a message so I can see what happens when I get a new text? Thanks!",FALSE,TRUE,"SM59983837534847cc842b40e95483de0b","sent","2016-05-17 15:31:56.322682+00",TRUE
946,208,139,"You will see Dawn Hellwig Presentence Report writer. She had emailed you earlier. Still text me thought. thanks.",FALSE,TRUE,"SM0f55368b56134802b4749c849f0cfe1a","sent","2016-05-16 23:06:58.094129+00",TRUE
961,349,172,"Please call me",FALSE,TRUE,"SMefd716317cf0494ca15752b5c29a5f20","sent","2016-05-17 15:35:47.051379+00",TRUE
934,343,52,"Ill call him and leave a message.",TRUE,TRUE,"SM8e28b10601c4e146a909998a700f7805","received","2016-05-16 20:11:39.783168+00",TRUE
950,346,64,"👍🏼",TRUE,TRUE,"SMe7aee401a21d33bfaab53004ad34a364","received","2016-05-17 00:37:44.566951+00",TRUE
922,327,169,"Ok Im still trying to find one just got home yesterday",TRUE,TRUE,"SM4249036c65dfaf9ba3e278e8bc02abfd","received","2016-05-16 19:40:31.373831+00",TRUE
935,327,169,"Grants Pass has a labcorp and a place called Asante it looks like when I searched last week.",FALSE,TRUE,"SMde23406eff704f9c91ec9c61ca0d89ee","sent","2016-05-16 20:12:17.96495+00",TRUE
937,344,52,"OK. Ill just leave him and message today and call him in the morning.",TRUE,TRUE,"SM1265b243f31107c8d195ee2b64867b6e","received","2016-05-16 20:19:34.02092+00",TRUE
924,338,62,"Remember to bring your apology letter to Rebecca too.   Thanks",FALSE,TRUE,"SM1ac4aefc2ef2407d833ccf2781a707eb","sent","2016-05-16 19:52:07.865245+00",TRUE
971,352,173,"This is Jo Ann from Pretrial. This is the number you can text me at. Have a great day, and it was a pleasure meeting you. ",FALSE,TRUE,"SM935d6ec73fc94f6baf58f99cee5ed1f8","sent","2016-05-17 16:22:26.436089+00",TRUE
938,208,139,"PSR--Wednesday the 25th @1030am 145 E 1300 S.Suite 501 with Dawn Hellwig, interpreter will be here at 1030. same place you came before",FALSE,TRUE,"SMa36805e6631c4e69b9e22ba791db9901","sent","2016-05-16 20:25:52.328101+00",TRUE
936,343,52,"He is in court with FDC today so he won't be in the office today.",FALSE,TRUE,"SM94bba5cb552643d89cb64532c9a73ae7","sent","2016-05-16 20:18:15.157941+00",TRUE
964,349,172,"surei wll",TRUE,TRUE,"SM7f81aa204b4667d4649fa78a4b70fbdb","received","2016-05-17 15:35:54.302115+00",TRUE
957,347,52,"Good morning!!",TRUE,TRUE,"SM142ba7ca786d38e353f3da4999e4271b","received","2016-05-17 15:32:41.788011+00",TRUE
925,339,52,"Due to your recent UA issue(s), you are being required to come to court tomorrow at 2:00PM. Same room as normal court. M@.",FALSE,TRUE,"SM8bd74ae0e97a44519df741d1446ba21a","sent","2016-05-16 19:52:25.963357+00",TRUE
932,337,26,"Thursday at 1200 the 19th right?",TRUE,TRUE,"SMfd16adef4867fda774dd35064478b703","received","2016-05-16 20:09:14.350071+00",TRUE
929,342,52,"He said he would make sure I was OK with my tests. He never said anything about me having to test.",TRUE,TRUE,"SMb7bf162aae5562eb579312bad9c64244","received","2016-05-16 19:58:27.908919+00",TRUE
949,345,64,"You will be starting this class tomorrow.",FALSE,TRUE,"SMebaa1316a4454378add9eb6b3b36632b","sent","2016-05-17 00:37:31.791953+00",TRUE
967,255,172,"ok",TRUE,FALSE,"SM3697fc2e539e31d61190577cc28c08b9","received","2016-05-17 15:37:03.120645+00",TRUE
966,350,172,"We need tot alk please call",FALSE,TRUE,"SM9a3f5d347d8b4664877ea296fd14b038","sent","2016-05-17 15:36:50.140001+00",TRUE
927,341,65,"Due to your recent UA issue(s), you are being required to come to court tomorrow at 2:00PM. Same room as normal court. M@.",FALSE,TRUE,"SMd7d105ed4ff1496da5fae00ec2f6002c","sent","2016-05-16 19:53:02.145314+00",TRUE
933,343,52,"Is he not there today?",TRUE,TRUE,"SMf5873f39c440e1395c979416e4e6a2fa","received","2016-05-16 20:10:54.620469+00",TRUE
952,255,172,"Hey there back",TRUE,TRUE,"SM84e04b0c8b2378ff46b3c25e633f019f","received","2016-05-17 08:04:13.802098+00",TRUE
926,340,64,"Due to your recent UA issue(s), you are being required to come to court tomorrow at 2:00PM. Same room as normal court. M@.",FALSE,TRUE,"SM4f23dbad045d43bca2e67dad659b3036","sent","2016-05-16 19:52:44.53878+00",TRUE
951,255,172,"Hey there Joe Someone Else here",FALSE,TRUE,"SMa130ab3beec0468ca1fb02fbc2381a82","sent","2016-05-17 08:04:04.488198+00",TRUE
923,338,62,"Due to your recent UA issue(s), you are being required to come to court tomorrow at 2:00PM. Same room as normal court. M@.",FALSE,TRUE,"SM01ff7884e4e04828b464337c1ff0503f","sent","2016-05-16 19:51:45.652963+00",TRUE
960,348,52,"Youre welcome! See you at group! :)",TRUE,TRUE,"SM3557f92258cdf395936109b38fa9d50d","received","2016-05-17 15:35:20.247897+00",TRUE
931,342,52,"Oh, it showed up that you had a miss. Make sure you call Will first thing in the morning to clear this up!",FALSE,TRUE,"SM0b68fba69faf47b3a4a22b0958d02181","sent","2016-05-16 20:07:21.420587+00",TRUE
968,350,172,"ok",TRUE,TRUE,"SM3697fc2e539e31d61190577cc28c08b9","received","2016-05-17 15:37:03.120645+00",TRUE
962,348,52,"Yes! See you then.",FALSE,TRUE,"SM5d77065882c54fa1821d5b1a2c6210dc","sent","2016-05-17 15:35:53.929067+00",TRUE
941,152,28,"Oh, that's right. You are gone until tomorrow. I will excuse it. Thanks for letting me know.",FALSE,TRUE,"SMf2c8bf8a99b042348e93add3bacaf868","sent","2016-05-16 21:44:55.998839+00",TRUE
1581,413,208,"need to follow through with the probation conditions and orders.",FALSE,TRUE,"SMe07dda9503b44e18a14065343fe74539","sent","2016-06-06 18:50:09.109966+00",TRUE
1720,359,178,"James please call Pretrial 3854683539 as soon as possible!",FALSE,TRUE,"SMab00c68b235f4355a31e635143397624","sent","2016-06-08 19:59:09.776024+00",TRUE
1722,486,241,"You UA came back positive. I need a valid prescription",FALSE,TRUE,"SMf77f2706d9c44d3e861993be831c1233","sent","2016-06-08 20:18:59.337947+00",TRUE
1818,584,300,"From Pretrial Services – this is a reminder that you have a court hearing on 06/13/16. ",FALSE,TRUE,"SMe7ed9c0e4b2b4715b4d40896f78c0840","sent","2016-06-10 15:44:41.447485+00",TRUE
979,353,174,"How about next December",TRUE,TRUE,"SM5712e94f1a44d23ad9253a2b6d785ffd","received","2016-05-17 17:14:08.756012+00",TRUE
105,71,56,"JoAnn (sp), here are the results for Terra Allred's UA done just 20 minutes ago. Shelley Reynolds, Case Manager - Family Promise",TRUE,TRUE,"MMfaeac965dba03968fcc4adc6a06500d8","received","2016-03-29 22:09:43.647745+00",TRUE
1582,413,208,"Ok. It days to visit them In seven days I am free Friday .morning",TRUE,TRUE,"SM677cc361a49107cd67d55bcff77c871f","received","2016-06-06 18:51:15.64132+00",TRUE
743,283,163,"This # is not registered. Help us find you. Reply with your name in the following format: FIRST M LAST.",FALSE,TRUE,,,"2016-05-06 04:31:48.800077+00",FALSE
745,283,163,"Sorry we do not have the name Mary,Linda,Wilmot in the system. Try again with a different name or wait for a case manager to assist you.",FALSE,TRUE,,,"2016-05-06 04:32:54.581729+00",FALSE
1596,496,248,"Ill be at court hopefully not getting crucified",TRUE,TRUE,"SM97d62e13b4cbdb9fc84735cbe7d4a8b0","received","2016-06-06 20:13:44.529701+00",TRUE
993,356,176,"And condolences I appreciate it",TRUE,TRUE,"SM1aa12bbefd80e6cc6a8372076df9cda4","received","2016-05-17 18:36:16.562347+00",TRUE
944,128,99,"Okay thank you very much!",TRUE,TRUE,"SMf8f1a75f5edbbc9bfac7a2298e6c6aa9","received","2016-05-16 21:51:06.149882+00",TRUE
984,208,139,"hi I am doing fine. no plm at all",TRUE,TRUE,"SM0ad30a3ac08948e828e2c92c32527a56","received","2016-05-17 18:04:09.236175+00",TRUE
1001,358,54,"Matt, I just missed the train. Please let me in class. I will try not to be any later then like 7 mins",TRUE,TRUE,"SM956cb269929b8bed94b97546ff63086f","received","2016-05-17 21:06:32.457476+00",TRUE
997,357,177,"I got it",TRUE,TRUE,"SM76aaf38418b838847349360ce4999844","received","2016-05-17 19:37:35.619222+00",TRUE
1004,118,88,"me but Ill still have to check in everyday.",TRUE,TRUE,"SM9d4efcabcb7f65cb68d28d4f440733aa","received","2016-05-17 21:15:08.51665+00",TRUE
1008,360,179,"Hi Jordan,  This is our new test message system for case managers. ",FALSE,TRUE,"SM3cadef17f8fa404c9d8c42d67afe1c52","sent","2016-05-17 22:18:18.861856+00",TRUE
1002,118,88,"How did Court go?",FALSE,TRUE,"SMd6d35c2bbbfb40b8946bd64f207d82d8","sent","2016-05-17 21:08:54.277275+00",TRUE
982,354,175,"Veronica, this is Jeannie. Can you be here for your office check-in tomorrow at 10:30?",FALSE,TRUE,"SMd4fc7825b63c42c78b1f871024c711f9","sent","2016-05-17 17:59:08.101798+00",TRUE
996,208,139,"Ok thanks.",FALSE,TRUE,"SM0156dc42e0c046e2a9c37e2805737344","sent","2016-05-17 19:16:05.077975+00",TRUE
989,355,115,"I did and I have been checking in as much as I remember. I have only missed a few days since the last text.",TRUE,TRUE,"SM887bb637cc8ca57057614083779b645f","received","2016-05-17 18:20:55.548211+00",TRUE
746,283,163,"My client I'd is 96862",TRUE,TRUE,"SM1fc454fe93b239ec8af65b4fa3fd1a49","received","2016-05-06 04:34:07.563961+00",TRUE
1006,118,88,"yes still check in until case is dismissed or sentenced.",FALSE,TRUE,"SMeb79a7c4949b4afa8c992d15f52cd306","sent","2016-05-17 21:45:35.828531+00",TRUE
975,269,159,"URGENT -Please check in Mon-Friday 3854683553 your ID #120350.",FALSE,TRUE,"SM9e9d9edd51a1420f9abe6e2f3473a15b","sent","2016-05-17 16:47:52.901115+00",TRUE
981,327,169,"You should just contact my attorney because I dont think I can afford to do your stupid drug tests every week... His name is Ronald yangich thank you",TRUE,TRUE,"SM7a485011b14eb550a5c18fe06a358879","received","2016-05-17 17:37:41.523926+00",TRUE
1000,208,139,"You can email Dawn to answer some of your questions. Dawn will discuss/go over it at your meeting on the 25th.",FALSE,TRUE,"SMcf1499371f234264a9705cee9854e09b","sent","2016-05-17 21:05:11.398781+00",TRUE
974,269,159,"You missed Court with Judge Hogan yesterday 5/16 830. Please call your legal defender. You had two Courts yesterday.",FALSE,TRUE,"SMe0e65e4ad0274e3c9393c805135e1934","sent","2016-05-17 16:44:56.599428+00",TRUE
986,354,175,"Sounds good",TRUE,TRUE,"SM8de7a13b0ab66a23bfe62cec0c479ef3","received","2016-05-17 18:10:34.072558+00",TRUE
999,208,139,"U know PSR is pretty hard. I try to understand it. Dad help me out.",TRUE,TRUE,"SMde0de8de87e570d1d3aa3a6ec4f8faeb","received","2016-05-17 19:38:50.11736+00",TRUE
972,352,173,"This is Jo Ann from Pretrial. This is the number you can text me at. Have a great day, and it was a pleasure meeting you.",TRUE,TRUE,"SMdd5681dbd3977a49feffe3c939f13ac8","received","2016-05-17 16:22:26.592105+00",TRUE
990,356,176,"Hi Kim, This is Jo Ann at Pretrial. I received your message about your Father and I offer my condolences. I will check you in manually for your missed day. ",FALSE,TRUE,"SM55a5108d9c2b4010a5956c63ce782606","sent","2016-05-17 18:33:06.928054+00",TRUE
998,357,177,"~ESE CRIMINAL~",TRUE,TRUE,"SM76aaf38418b838847349360ce4999844","received","2016-05-17 19:37:35.619222+00",TRUE
988,355,115,"Also, please check in daily Monday thru Friday. This will be the last reminder.",FALSE,TRUE,"SM92cab3b0ad5046c4a19755d9eb046262","sent","2016-05-17 18:20:13.832519+00",TRUE
973,336,171,"Please call pretrial Services 3854683539. URGENT",FALSE,TRUE,"SM4c709ba57a54482b82c7d2232d2551a0","sent","2016-05-17 16:32:44.205847+00",TRUE
742,283,163,"Yes JoAnn I received it. I have a new number be cause my daughter keeps shutting off my phone. Its 801-231-3264 Its on my own acct. So she can't shit it off.",TRUE,TRUE,"SM157cae477f991ae71736a8b2f37a5492","received","2016-05-06 04:31:48.786791+00",TRUE
1007,118,88,"Ok sounds good",TRUE,TRUE,"SM57e8f41bbc81528988803a85c5deca85","received","2016-05-17 22:11:14.113687+00",TRUE
991,356,176,"Take care of yourself and let me know if there is anything I can do to help. I can only receive text messages at this number. Have a great day",FALSE,TRUE,"SM7909a7b5a52547d192d8acbba50f3a9c","sent","2016-05-17 18:33:57.592143+00",TRUE
980,353,174,"Dont forget to wax",TRUE,TRUE,"SM384f60a41945c0c31b610e4578b158b3","received","2016-05-17 17:16:53.633612+00",TRUE
1005,359,178,"Hi James, this is the # you can text back if you run out of minutes. Pretrial Services",FALSE,TRUE,"SM9a88a7f57ddd4fe49eb4ba8d437d25cf","sent","2016-05-17 21:44:56.145354+00",TRUE
978,353,174,"Hi Larry sorry there is no more snow on the mountains.",FALSE,TRUE,"SMd52d8674888e4daab88ef7483467d7e1","sent","2016-05-17 17:13:26.374564+00",TRUE
976,327,169,"Or a Substance Abuse treatment center might be able to help or local medical clinic but price will be higher.  Needs to be set up and a test in this week.",FALSE,TRUE,"SM846365e885f440eeb58d9ac85fd8ff2a","sent","2016-05-17 16:53:52.378095+00",TRUE
958,97,77,"Suuuuure! How you doin today M@?",TRUE,TRUE,"SM78c6965e2534c1f94afff5f07d347d95","received","2016-05-17 15:32:42.361954+00",TRUE
